repeat_sequence_index,point_ordinal,grid_index,block_index,condition,condition_ordinal,repeat_index,bias,approach_bias,restart_gen,restart_acq,t_restart_start_unix,t_restart_end_unix,t_discard_start_unix,t_discard_end_unix,t_acq_first_attempt_start_unix,discard_read_retries,formal_read_retries,t_dmm_pre1_start_unix,t_dmm_pre1_end_unix,dc_dmm_pre1,t_dmm_pre2_start_unix,t_dmm_pre2_end_unix,dc_dmm_pre2,t_acq_start_unix,t_acq_end_unix,t_acq_mid_unix,t_dmm_post1_start_unix,t_dmm_post1_end_unix,dc_dmm_post1,t_dmm_post2_start_unix,t_dmm_post2_end_unix,dc_dmm_post2,dc_board,I1,Q1,I2,Q2,rawadc_version,rawadc_scope,rawadc_expected,rawadc_used,rawadc_read_fail,rawadc_blocks,rawadc_complete,rawadc_timeout,rawadc_gain,rawadc_fs_uv,rawadc_guard,rawadc_crc,rawadc_ch0_min,rawadc_ch0_max,rawadc_ch0_rail_lo,rawadc_ch0_rail_hi,rawadc_ch0_guard_lo,rawadc_ch0_guard_hi,rawadc_windows
204,4,80,17,gen,1,0,6.036902619530071,5.906349143328972,1,0,1784290032.6554182,1784290034.808203,1784290035.533689,1784290036.395392,1784290036.805583,0,0,1784290036.3955998,1784290036.600804,0.139591626,1784290036.600808,1784290036.805572,0.142272858,1784290036.805583,1784290038.856055,1784290037.8305984,1784290038.85627,1784290039.0614321,0.128866699,1784290039.061434,1784290039.266562,0.140932242,0.1186785,-0.18833100000000003,-0.3201345,0.0045395,-0.0073054999999999995,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2755816,2667910,0,0,0,0,2
205,4,80,17,gen,1,1,6.036902619530071,5.906349143328972,1,0,1784290039.268107,1784290041.42204,1784290042.1415339,1784290043.018523,1784290043.4305332,0,0,1784290043.018823,1784290043.224053,0.131547931,1784290043.224055,1784290043.430447,0.142272858,1784290043.4305332,1784290045.470631,1784290044.4498725,1784290045.4708638,1784290045.67605,0.123504236,1784290045.676055,1784290045.8825228,0.152997785,0.1158335,-0.186241,-0.316647,0.004566000000000001,-0.0073035,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2750396,2638524,0,0,0,0,2
206,4,80,17,gen,1,2,6.036902619530071,5.906349143328972,1,0,1784290045.883164,1784290048.046603,1784290048.759901,1784290049.631657,1784290050.0442739,0,0,1784290049.6318662,1784290049.839112,0.108757461,1784290049.839116,1784290050.044267,0.0899888394,1784290050.0442739,1784290052.097934,1784290051.071234,1784290052.09866,1784290052.306216,0.116801157,1784290052.30622,1784290052.5147939,0.120823004,0.113082,-0.1842085,-0.3132585,0.0045515,-0.0073075,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2711694,2604141,0,0,0,0,2
207,4,80,17,gen,1,3,6.036902619530071,5.906349143328972,1,0,1784290052.5154078,1784290054.668262,1784290055.3895319,1784290056.2484438,1784290056.656773,0,0,1784290056.248662,1784290056.456346,0.116801157,1784290056.4563498,1784290056.6567612,0.114119925,1784290056.656773,1784290058.7021198,1784290057.681243,1784290058.702354,1784290058.908062,0.103394998,1784290058.908067,1784290059.112764,0.114119925,0.1104715,-0.18224849999999998,-0.3099015,0.0045615,-0.007323,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2687473,2595164,0,0,0,0,2
208,4,80,17,gen,1,4,6.036902619530071,5.906349143328972,1,0,1784290059.113456,1784290061.269602,1784290061.996793,1784290062.858479,1784290063.263805,0,0,1784290062.858794,1784290063.059433,0.126185468,1784290063.059437,1784290063.263795,0.119482388,1784290063.263805,1784290065.298501,1784290064.280665,1784290065.299034,1784290065.505831,0.110098077,1784290065.505835,1784290065.708863,0.104735614,0.1079525,-0.18029299999999998,-0.30660350000000003,0.004510999999999999,-0.007333,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2661643,2553836,0,0,0,0,2
209,4,80,17,gen,1,5,6.036902619530071,5.906349143328972,1,0,1784290065.7095768,1784290067.8682408,1784290068.5912619,1784290069.4499981,1784290069.861699,0,0,1784290069.450521,1784290069.656675,0.0846263759,1784290069.656679,1784290069.861691,0.130207315,1784290069.861699,1784290071.899273,1784290070.8793838,1784290071.899473,1784290072.10466,0.120823004,1784290072.1046631,1784290072.30945,0.107416846,0.105542,-0.1784375,-0.303477,0.004538,-0.007348,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2656647,2519030,0,0,0,0,2
210,4,80,17,gen,1,6,6.036902619530071,5.906349143328972,1,0,1784290072.313096,1784290074.465666,1784290075.17874,1784290076.048667,1784290076.460984,0,0,1784290076.048886,1784290076.2565749,0.123504236,1784290076.25658,1784290076.460979,0.0913294552,1784290076.460984,1784290078.506979,1784290077.4837275,1784290078.507203,1784290078.7142332,0.100713766,1784290078.7142348,1784290078.92144,0.131547931,0.1032145,-0.17657499999999998,-0.30026200000000003,0.004521,-0.0073145,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2622687,2504125,0,0,0,0,2
211,4,80,17,gen,1,7,6.036902619530071,5.906349143328972,1,0,1784290078.922465,1784290081.068817,1784290081.793973,1784290082.6589298,1784290083.066957,0,0,1784290082.659509,1784290082.862426,0.115460541,1784290082.862428,1784290083.066946,0.119482388,1784290083.066957,1784290085.123826,1784290084.0931358,1784290085.1240408,1784290085.3338082,0.0966919187,1784290085.3338099,1784290085.536587,0.0980325345,0.10103300000000001,-0.1748535,-0.2973675,0.00452,-0.0073145,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2606004,2472706,0,0,0,0,2
212,4,80,17,gen,1,8,6.036902619530071,5.906349143328972,1,0,1784290085.541813,1784290087.700007,1784290088.415765,1784290089.28178,1784290089.689331,0,0,1784290089.2828832,1784290089.483946,0.0993731504,1784290089.483948,1784290089.689319,0.114119925,1784290089.689331,1784290091.7406578,1784290090.7154865,1784290091.74101,1784290091.9417222,0.110098077,1784290091.941726,1784290092.147211,0.0993731504,0.099019,-0.173258,-0.2947335,0.0045225000000000005,-0.00733,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2560103,2450687,0,0,0,0,2
213,4,80,17,gen,1,9,6.036902619530071,5.906349143328972,1,0,1784290092.1479318,1784290094.3075871,1784290095.0355608,1784290095.902627,1784290096.3173141,0,0,1784290095.9031382,1784290096.1067479,0.0940106869,1784290096.10675,1784290096.317309,0.104735614,1784290096.3173141,1784290098.357093,1784290097.3389735,1784290098.3576362,1784290098.564904,0.103394998,1784290098.564909,1784290098.7741592,0.130207315,0.0969545,-0.171535,-0.291828,0.004523,-0.007338,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2524196,2432818,0,0,0,0,2
214,4,80,17,gen,1,10,6.036902619530071,5.906349143328972,1,0,1784290098.774784,1784290100.927387,1784290101.65198,1784290102.516341,1784290102.926371,0,0,1784290102.5169878,1784290102.721332,0.0913294552,1784290102.721335,1784290102.926364,0.0779232967,1784290102.926371,1784290104.982389,1784290103.9573927,1784290104.9826748,1784290105.190242,0.104735614,1784290105.1902452,1784290105.398505,0.103394998,0.095062,-0.1700255,-0.2892215,0.0045085,-0.0073465,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2499975,2399536,0,0,0,0,2
215,4,80,17,gen,1,11,6.036902619530071,5.906349143328972,1,0,1784290105.399277,1784290107.547523,1784290108.264755,1784290109.132828,1784290109.5492868,0,0,1784290109.133375,1784290109.340141,0.112779309,1784290109.3401442,1784290109.549234,0.0966919187,1784290109.5492868,1784290111.586785,1784290110.5680366,1784290111.5870101,1784290111.792188,0.111438693,1784290111.792192,1784290111.9972138,0.0953513028,0.09312300000000001,-0.16834100000000002,-0.2864075,0.0045000000000000005,-0.0073135000000000006,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2477279,2381158,0,0,0,0,2
216,4,80,18,acq,2,0,6.036902619530071,5.906349143328972,0,1,1784290117.4271119,1784290120.7194612,1784290121.442863,1784290122.317041,1784290122.724154,0,0,1784290122.317266,1784290122.52044,0.0873076077,1784290122.520442,1784290122.724149,0.0913294552,1784290122.724154,1784290124.7687721,1784290123.7454908,1784290124.770028,1784290124.976862,0.0966919187,1784290124.976867,1784290125.1828558,0.114119925,0.089645,-0.1655065,-0.28157699999999997,0.0045065,-0.007346999999999999,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2465253,2343388,0,0,0,0,2
217,4,80,18,acq,2,1,6.036902619530071,5.906349143328972,0,1,1784290125.183512,1784290128.460551,1784290129.174884,1784290130.03778,1784290130.4505548,0,0,1784290130.0379992,1784290130.243179,0.0980325345,1784290130.2431831,1784290130.450549,0.0899888394,1784290130.4505548,1784290132.506633,1784290131.4785151,1784290132.5071812,1784290132.714153,0.12216362,1784290132.7141562,1784290132.91733,0.0873076077,0.08762249999999999,-0.16370400000000002,-0.2785485,0.004498,-0.007338,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2453566,2319591,0,0,0,0,2
218,4,80,18,acq,2,2,6.036902619530071,5.906349143328972,0,1,1784290132.920306,1784290136.206976,1784290136.9320478,1784290137.803999,1784290138.2145731,0,0,1784290137.804208,1784290138.009386,0.0846263759,1784290138.0093892,1784290138.214561,0.0859669918,1784290138.2145731,1784290140.2571762,1784290139.233853,1784290140.25738,1784290140.465672,0.0899888394,1784290140.465676,1784290140.6704519,0.107416846,0.0856645,-0.16194150000000002,-0.275571,0.004503999999999999,-0.007342,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2414271,2286224,0,0,0,0,2
219,4,80,18,acq,2,3,6.036902619530071,5.906349143328972,0,1,1784290140.674624,1784290143.949984,1784290144.67638,1784290145.533688,1784290145.9492302,0,0,1784290145.533893,1784290145.743433,0.115460541,1784290145.743437,1784290145.949219,0.0886482235,1784290145.9492302,1784290147.9976552,1784290146.9709678,1784290147.997931,1784290148.203109,0.0966919187,1784290148.203113,1784290148.405748,0.102054382,0.083828,-0.160328,-0.272793,0.004483,-0.007332,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2380566,2266153,0,0,0,0,2
220,4,80,18,acq,2,4,6.036902619530071,5.906349143328972,0,1,1784290148.40638,1784290151.690558,1784290152.415872,1784290153.281955,1784290153.6946628,0,0,1784290153.282608,1784290153.4912782,0.0712202174,1784290153.491282,1784290153.6946502,0.107416846,1784290153.6946628,1784290155.739882,1784290154.7174935,1784290155.74013,1784290155.945344,0.075242065,1784290155.945346,1784290156.150014,0.0859669918,0.08206350000000001,-0.158773,-0.27020350000000004,0.0044954999999999995,-0.007353,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2347961,2245743,0,0,0,0,2
221,4,80,18,acq,2,5,6.036902619530071,5.906349143328972,0,1,1784290156.151649,1784290159.4426508,1784290160.160863,1784290161.021926,1784290161.434239,0,0,1784290161.0222561,1784290161.2274518,0.0698796015,1784290161.227454,1784290161.434217,0.12216362,1784290161.434239,1784290163.4719622,1784290162.4512634,1784290163.4722428,1784290163.677403,0.0685389857,1784290163.6774049,1784290163.880787,0.10607623,0.080403,-0.15725650000000002,-0.267636,0.0044855,-0.007322,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2332632,2234226,0,0,0,0,2
222,4,80,18,acq,2,6,6.036902619530071,5.906349143328972,0,1,1784290163.881415,1784290167.154537,1784290167.8766348,1784290168.752085,1784290169.168253,0,0,1784290168.752299,1784290168.960012,0.0685389857,1784290168.9600158,1784290169.168242,0.104735614,1784290169.168253,1784290171.227103,1784290170.1956594,1784290171.227316,1784290171.4343371,0.118141772,1784290171.434342,1784290171.636288,0.0819451442,0.078684,-0.15561,-0.264888,0.004486,-0.0073275,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2335004,2204246,0,0,0,0,2
223,4,80,18,acq,2,7,6.036902619530071,5.906349143328972,0,1,1784290171.639333,1784290174.930023,1784290175.6551309,1784290176.5194361,1784290176.9249642,0,0,1784290176.51965,1784290176.720521,0.0832857601,1784290176.720526,1784290176.924958,0.0779232967,1784290176.9249642,1784290178.9813278,1784290177.9527886,1784290178.982968,1784290179.185288,0.075242065,1784290179.185289,1784290179.389548,0.112779309,0.07702999999999999,-0.1541435,-0.26234250000000003,0.0044645,-0.007338000000000001,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2311461,2177231,0,0,0,0,2
224,4,80,18,acq,2,8,6.036902619530071,5.906349143328972,0,1,1784290179.393568,1784290182.6678221,1784290183.389438,1784290184.256376,1784290184.665369,0,0,1784290184.256852,1784290184.460087,0.0899888394,1784290184.4600909,1784290184.665358,0.112779309,1784290184.665369,1784290186.7025,1784290185.6861382,1784290186.702719,1784290186.906739,0.0832857601,1784290186.906742,1784290187.111937,0.0739014491,0.0755055,-0.1527285,-0.2599345,0.0044685,-0.0073345,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2264036,2161903,0,0,0,0,2
225,4,80,18,acq,2,9,6.036902619530071,5.906349143328972,0,1,1784290187.114485,1784290190.398161,1784290191.124662,1784290192.002327,1784290192.415892,0,0,1784290192.002869,1784290192.210727,0.0819451442,1784290192.210731,1784290192.4158862,0.0993731504,1784290192.415892,1784290194.460869,1784290193.4368653,1784290194.461556,1784290194.66916,0.0846263759,1784290194.6691651,1784290194.874314,0.100713766,0.0739455,-0.1512075,-0.257443,0.004452,-0.0073574999999999995,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2269625,2139206,0,0,0,0,2
226,4,80,18,acq,2,10,6.036902619530071,5.906349143328972,0,1,1784290194.8749492,1784290198.153567,1784290198.88394,1784290199.754488,1784290200.161518,0,0,1784290199.754677,1784290199.9553878,0.108757461,1784290199.95539,1784290200.1615071,0.0712202174,1784290200.161518,1784290202.207138,1784290201.1857598,1784290202.207358,1784290202.4125068,0.103394998,1784290202.41251,1784290202.6147258,0.0725608332,0.07247100000000001,-0.149837,-0.255004,0.00447,-0.007347,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2232701,2123708,0,0,0,0,2
227,4,80,18,acq,2,11,6.036902619530071,5.906349143328972,0,1,1784290202.620063,1784290205.898654,1784290206.624018,1784290207.4878988,1784290207.896308,0,0,1784290207.488381,1784290207.694377,0.0832857601,1784290207.694381,1784290207.896297,0.0779232967,1784290207.896308,1784290209.9442601,1784290208.9204094,1784290209.944484,1784290210.1459048,0.103394998,1784290210.145906,1784290210.352833,0.0792639125,0.07097049999999999,-0.1483025,-0.25244500000000003,0.004465,-0.007319,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2209073,2092967,0,0,0,0,2
228,4,80,19,both,3,0,6.036902619530071,5.906349143328972,1,1,1784290215.7961988,1784290221.240618,1784290221.97633,1784290222.8398778,1784290223.2489102,0,0,1784290222.8400798,1784290223.045204,0.0792639125,1784290223.045206,1784290223.248859,0.0966919187,1784290223.2489102,1784290225.2954319,1784290224.2673645,1784290225.29598,1784290225.500177,0.0819451442,1784290225.500179,1784290225.705806,0.0725608332,0.06828899999999999,-0.145644,-0.247983,0.004439,-0.0073345,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2176299,2062141,0,0,0,0,2
229,4,80,19,both,3,1,6.036902619530071,5.906349143328972,1,1,1784290225.709078,1784290231.1398559,1784290231.8572319,1784290232.729156,1784290233.144963,0,0,1784290232.729339,1784290232.938401,0.0779232967,1784290232.9384031,1784290233.144952,0.0886482235,1784290233.144963,1784290235.193145,1784290234.1715174,1784290235.193387,1784290235.398562,0.0765826808,1784290235.3985658,1784290235.602636,0.0725608332,0.066539,-0.14385900000000001,-0.24489650000000002,0.004435,-0.00732,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2180534,2034617,0,0,0,0,2
230,4,80,19,both,3,2,6.036902619530071,5.906349143328972,1,1,1784290235.603265,1784290241.036902,1784290241.757235,1784290242.6225102,1784290243.02847,0,0,1784290242.62308,1784290242.828214,0.0779232967,1784290242.828216,1784290243.028459,0.0671983698,1784290243.02847,1784290245.056979,1784290244.0437407,1784290245.0572119,1784290245.262352,0.0832857601,1784290245.262354,1784290245.465179,0.0591546747,0.06496199999999999,-0.142254,-0.242217,0.0044555,-0.007334,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2149284,2014546,0,0,0,0,2
231,4,80,19,both,3,3,6.036902619530071,5.906349143328972,1,1,1784290245.4697542,1784290250.904225,1784290251.631486,1784290252.5005069,1784290252.9110138,0,0,1784290252.500721,1784290252.7038028,0.0832857601,1784290252.7038069,1784290252.911008,0.0739014491,1784290252.9110138,1784290254.948788,1784290253.9272387,1784290254.949006,1784290255.1538181,0.0712202174,1784290255.153823,1784290255.361392,0.0792639125,0.0634005,-0.1406,-0.239423,0.0044455,-0.007314,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2106856,1994475,0,0,0,0,2
232,4,80,19,both,3,4,6.036902619530071,5.906349143328972,1,1,1784290255.362746,1784290260.813458,1784290261.5444632,1784290262.412152,1784290262.825058,0,0,1784290262.412735,1784290262.619885,0.0430672844,1784290262.619888,1784290262.825052,0.0725608332,1784290262.825058,1784290264.877033,1784290263.8518271,1784290264.877235,1784290265.082425,0.0698796015,1784290265.082429,1784290265.2862148,0.0604952905,0.0617925,-0.1388875,-0.236535,0.0044305,-0.0073215,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2086954,1963564,0,0,0,0,2
233,4,80,19,both,3,5,6.036902619530071,5.906349143328972,1,1,1784290265.286856,1784290270.729357,1784290271.461628,1784290272.328331,1784290272.738123,0,0,1784290272.3286972,1784290272.531957,0.0913294552,1784290272.5319612,1784290272.738112,0.0698796015,1784290272.738123,1784290274.8054662,1784290273.775487,1784290274.805962,1784290275.0092318,0.0685389857,1784290275.009235,1784290275.2144058,0.0739014491,0.060344,-0.137355,-0.233892,0.0044125,-0.0073305,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2055112,1947728,0,0,0,0,2
234,4,80,19,both,3,6,6.036902619530071,5.906349143328972,1,1,1784290275.215049,1784290280.654222,1784290281.381739,1784290282.2460449,1784290282.653555,0,0,1784290282.246467,1784290282.447315,0.0966919187,1784290282.447317,1784290282.6535249,0.0645171381,1784290282.653555,1784290284.695125,1784290283.6726744,1784290284.695751,1784290284.9026618,0.0645171381,1784290284.902664,1784290285.1079528,0.0792639125,0.0589145,-0.13583099999999998,-0.2313345,0.004403000000000001,-0.007310499999999999,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2059007,1924947,0,0,0,0,2
235,4,80,19,both,3,7,6.036902619530071,5.906349143328972,1,1,1784290285.113087,1784290290.547306,1784290291.264194,1784290292.12378,1784290292.5369751,0,0,1784290292.1239839,1784290292.32913,0.0671983698,1784290292.3291311,1784290292.5369642,0.0913294552,1784290292.5369751,1784290294.584406,1784290293.5579674,1784290294.584882,1784290294.7897139,0.0725608332,1784290294.789718,1784290294.9959319,0.0578140588,0.057526499999999994,-0.1343065,-0.2288015,0.0044085,-0.0073155,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2012683,1900049,0,0,0,0,2
236,4,80,19,both,3,8,6.036902619530071,5.906349143328972,1,1,1784290294.996581,1784290300.420342,1784290301.137203,1784290302.004208,1784290302.4113972,0,0,1784290302.004691,1784290302.2081122,0.0725608332,1784290302.208116,1784290302.411386,0.0551328271,1784290302.4113972,1784290304.460475,1784290303.4381332,1784290304.460746,1784290304.6659179,0.0899888394,1784290304.6659222,1784290304.867213,0.0618359064,0.056167999999999996,-0.1327595,-0.2261765,0.0044025,-0.007291000000000001,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2001420,1884805,0,0,0,0,2
237,4,80,19,both,3,9,6.036902619530071,5.906349143328972,1,1,1784290304.870031,1784290310.303555,1784290311.0211358,1784290311.887517,1784290312.299475,0,0,1784290311.8880079,1784290312.094184,0.0403860527,1784290312.094186,1784290312.2994628,0.0591546747,1784290312.299475,1784290314.346564,1784290313.3218062,1784290314.3467891,1784290314.551947,0.0832857601,1784290314.55195,1784290314.7570949,0.0645171381,0.054886500000000005,-0.1313475,-0.2237585,0.0043965,-0.007306,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-2004299,1861601,0,0,0,0,2
238,4,80,19,both,3,10,6.036902619530071,5.906349143328972,1,1,1784290314.760267,1784290320.194806,1784290320.923483,1784290321.788358,1784290322.203916,0,0,1784290321.788564,1784290321.996186,0.0712202174,1784290321.99619,1784290322.203905,0.0497703637,1784290322.203916,1784290324.2525,1784290323.228543,1784290324.252725,1784290324.4563031,0.056473443,1784290324.4563048,1784290324.662588,0.0444079002,0.053577,-0.129854,-0.221193,0.0044165,-0.007317,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-1973642,1840768,0,0,0,0,2
239,4,80,19,both,3,11,6.036902619530071,5.906349143328972,1,1,1784290324.6632488,1784290330.1256478,1784290330.85979,1784290331.7404249,1784290332.1627572,0,0,1784290331.740663,1784290331.9508271,0.0886482235,1784290331.950829,1784290332.162729,0.0618359064,1784290332.1627572,1784290334.2260108,1784290333.196329,1784290334.2262342,1784290334.4364212,0.0537922112,1784290334.4364228,1784290334.6499689,0.0645171381,0.052351999999999996,-0.128506,-0.218856,0.0043795,-0.007298499999999999,1,acq,40960,40960,0,32,True,False,1,1200000,8381618,False,-1932399,1825778,0,0,0,0,2
